Metric,mean,std,min,max
Validation_R2,0.9409563660621643,0.008416925241125719,0.9318830966949463,0.9527834057807922
Test_R2,0.94299818277359,0.008598560188663446,0.9309625625610352,0.9513633847236633
Test_RMSE,0.0029534430990102623,0.0002160823056850336,0.0027360051036041007,0.003313329611385384
Prediction_R2,0.4554667830467224,0.08066619933746491,0.39355939626693726,0.5954683423042297
Prediction_RMSE,0.0029592710504060325,0.0002308149216928667,0.002556837213976791,0.00313055226356106
