Architecture,Architecture_Key,Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3 Residual Huber,gcn3_residual,202,9,12,huber,0.75,900,0.04296607330441475,0.00312163797381481,0.0025137269403785467,0.9318830966949463,0.003313329611385384,0.0027387216687202454,0.9309625625610352,0.00313055226356106,0.0028203220572322607,0.39355939626693726
