Architecture,Architecture_Key,Seed,Split_Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Epoch,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3,gcn3,42,42,9,12,mse,0.75,310,10,0.06466933041810989,0.003090555069630474,0.002447420498356223,0.9390200972557068,0.0027952449632126486,0.002156565897166729,0.9543510675430298,0.0032520401862181567,0.0028139587957412004,0.345577597618103
