node_id,x,y
0,0.0,0.0
1,0.0,34.587937
2,0.0,69.142984
3,0.0,102.510021
4,0.0,139.626957
5,0.0,172.692362
6,0.0,209.616862
7,0.0,240.73892
8,0.0,276.334474
9,0.0,311.329149
10,0.0,346.410162
11,28.859769,119.490277
12,29.329336,363.73067
13,30.039405,258.060582
14,30.600659,157.240245
15,30.639443,86.205893
16,30.718891,226.103213
17,30.852758,17.320508
18,30.993074,50.937082
19,31.16176,294.567903
20,31.357118,330.146485
21,31.649254,192.206727
22,58.642286,103.411412
23,58.931247,69.889736
24,58.952191,172.516571
25,59.298322,242.135185
26,59.340209,275.298532
27,59.669375,140.325875
28,60.129364,206.278064
29,60.246784,0.0
30,61.090675,311.347864
31,61.51903,346.410162
32,61.780618,32.756309
33,88.038272,87.635399
34,88.214936,327.372487
35,88.327717,190.33472
36,88.635858,260.417383
37,89.679389,51.360899
38,89.779783,225.799094
39,90.534289,156.562385
40,90.65811,121.137192
41,91.246605,363.73067
42,91.597403,295.154556
43,91.851776,17.320508
44,118.15655,346.410162
45,118.184816,240.624242
46,118.857366,278.582816
47,118.968876,0.0
48,119.190696,35.062435
49,120.020841,172.454539
50,120.130013,311.54868
51,120.497886,207.155305
52,120.666573,69.126635
53,120.812649,137.328843
54,120.905691,103.361782
55,148.421263,87.220199
56,149.576683,17.320508
57,149.721345,227.096774
58,149.865214,328.988002
59,149.935184,294.98116
60,150.475297,192.227542
61,151.150911,259.142982
62,151.216993,363.73067
63,151.218817,53.513252
64,151.569479,157.292316
65,151.955874,122.847515
66,178.375504,0.0
67,178.485947,313.215138
68,178.617204,277.151362
69,178.640724,346.410162
70,179.407805,35.115791
71,180.066911,67.879558
72,180.440984,102.67662
73,180.557371,208.895746
74,181.20515,172.870436
75,181.714204,243.846478
76,181.863147,138.800142
77,208.547025,87.703822
78,208.772721,191.520092
79,208.807291,295.99417
80,208.825013,260.049131
81,209.318495,328.389513
82,209.631539,17.320508
83,209.77958,155.292578
84,209.83461,53.729941
85,209.987264,119.296181
86,210.691073,224.342384
87,211.574971,363.73067
88,238.326641,277.509504
89,238.337581,35.383529
90,238.903701,241.019666
91,238.969439,311.118642
92,239.028156,137.206194
93,239.980526,0.0
94,240.224803,105.739835
95,240.275158,173.523688
96,240.288837,346.410162
97,240.794137,208.622194
98,241.037351,70.663671
99,268.158237,295.185255
100,269.761669,119.915969
101,270.514141,225.932751
102,270.562437,86.13626
103,270.592055,154.558663
104,270.602124,328.402506
105,270.843466,363.73067
106,271.185497,190.339124
107,271.229416,53.512302
108,271.45934,17.320508
109,271.965467,260.645421
110,300.0,0.0
111,300.0,35.751617
112,300.0,69.336768
113,300.0,102.01342
114,300.0,137.012455
115,300.0,173.307856
116,300.0,208.316962
117,300.0,242.311483
118,300.0,277.350017
119,300.0,310.703184
120,300.0,346.410162
