Architecture,Architecture_Key,Member_Count,Member_Seeds,Split_Seed,Hidden_Dim,Dropout,Weight_Decay,LR_Phase1,LR_Phase2,Loss_Name,Huber_Beta,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3 Ensemble,gcn3,5,"11,42,73,101,202",101,24,0.1,1e-05,0.003,0.0005,mse,0.75,0.0028393780192552264,0.002296566730365157,0.9545457363128662,0.0026990085923004237,0.0021710917353630066,0.9523998498916626,0.0027829760756341347,0.0023136974778026342,0.5207464694976807
