Architecture,Architecture_Key,Seed,Split_Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Epoch,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3,gcn3,11,202,9,12,mse,0.75,331,31,0.0653916922211647,0.003144381945844309,0.0025691529735922813,0.9308869242668152,0.00312218814312194,0.002493452513590455,0.9386981725692749,0.0029352580323258356,0.0025075674057006836,0.46686285734176636
