,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,0.00013702486467082053,0.011705762028625924,0.010494522750377655,373.6763916015625,119539.9765625,0.07226324081420898
Validation,0.00014040876703802496,0.011849420535959764,0.010381256230175495,5075.81298828125,486211.4375,0.10358750820159912
Test,0.00015878565318416804,0.012601017942379418,0.011379166506230831,6836.59814453125,655672.875,0.07231122255325317
