,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,8.271245860669296e-06,0.0028759773748535116,0.00229845498688519,44.95016098022461,14877.091796875,0.9439989328384399
Validation,9.567849701852538e-06,0.003093194093789224,0.0025017624720931053,732.7380981445312,70468.8515625,0.9389159083366394
Test,7.847239430702757e-06,0.0028012924571887807,0.002135256305336952,324.8187561035156,29208.05078125,0.954153299331665
