Architecture,Architecture_Key,Seed,Input_Dim,Graph_Feature_Dim,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3 Residual,gcn3_residual,42,9,12,900,0.0647798302769661,0.003093194093789224,0.0025017624720931053,0.9389159083366394,0.0028012924571887807,0.002135256305336952,0.954153299331665,0.002998345377480261,0.002584506291896105,0.4436992406845093
