Architecture,Architecture_Key,Seed,Split_Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Epoch,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2,Output_Dir
GCN-3,gcn3,11,101,9,12,mse,0.75,337,37,0.054985461384058,0.002841707993816278,0.0022772783413529396,0.9544711112976074,0.0026497263813719937,0.002109489869326353,0.9541222453117371,0.0027197954685290932,0.002240685047581792,0.5422599911689758,/content/drive/MyDrive/gnn_prototype_outputs/gcn3_ensemble_multi_split/run_resumable_v1/per_split/split_seed_101/per_model/member_seed_11
