Architecture,Architecture_Key,Seed,Input_Dim,Graph_Feature_Dim,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-2 Control (Best Prior),gcn2_control,11,9,12,900,0.05714188665151596,0.002960170513374042,0.0023889236617833376,0.9383862018585205,0.0029551314165182623,0.002350160852074623,0.9389702677726746,0.003062732899344163,0.002667875261977315,0.4195502996444702
