metric,value
epochs_trained,19
best_epoch,4
best_val_loss,0.0029044634429737926
test_loss,0.007394264917820692
test_mse,0.007264197338372469
test_mae,0.06684152036905289
test_rmse,0.08523026069637749
test_r2,-0.004490375518798828
