,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,6.918110011611134e-05,0.00831751766551243,0.006970805115997791,290.5753173828125,85466.71875,0.5316042900085449
Validation,7.675580854993314e-05,0.008761039239150406,0.007319718133658171,3943.8818359375,380650.09375,0.5099674463272095
Test,7.598982483614236e-05,0.008717214281875968,0.007404129020869732,4028.478515625,379260.21875,0.5560373067855835
