,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,0.0001263260783161968,0.011239487457895792,0.009912549518048763,402.569580078125,132700.765625,0.1447000503540039
Validation,0.00013601941464003175,0.01166273615580974,0.01008251216262579,5308.37646484375,508354.625,0.13161039352416992
Test,0.000146793870953843,0.012115852052325623,0.01083427295088768,7464.322265625,716905.6875,0.14237195253372192
