metric,value
run_number,1
run_label,run_0001_20260603_105018
started_at,2026-06-03T10:50:18
completed_at,2026-06-03T10:50:26
epochs_trained,72
best_epoch,57
best_val_loss,0.00221633049659431
test_loss,0.007332340348511934
test_mse,0.007239727769047022
test_mae,0.06978704035282135
test_rmse,0.08508658983087183
test_r2,-0.0011067390441894531
