,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,7.404898497043177e-05,0.008605171989590434,0.007212894968688488,309.13311767578125,91041.3671875,0.49864596128463745
Validation,8.085856097750366e-05,0.008992138843317737,0.007544707041233778,3485.848388671875,334766.09375,0.48377418518066406
Test,8.385480032302439e-05,0.009157226672034738,0.007743382826447487,4277.38671875,403131.25,0.5100870132446289
