,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2,Bias
Train,8.52233551995596e-06,0.0029193039444285274,0.002343822969123721,121.25826263427734,56949.06640625,0.94318026304245,-0.00041213713120669127
Validation,6.887028575874865e-06,0.002624314877425128,0.0021384870633482933,17.850706100463867,296.2417907714844,0.9505460262298584,-0.0002445599820930511
OOD_Holdout,6.341177140711807e-06,0.0025181694027034416,0.0021073762327432632,5.734844207763672,15.31098461151123,0.3245987296104431,-0.0005372453015297651
Prediction,1.2074066944478545e-05,0.0034747758121177466,0.0030176008585840464,8.328764915466309,20.054275512695312,0.2528635263442993,-0.0025111311115324497
