Architecture,Architecture_Key,Seed,Split_Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3,gcn3,202,42,9,12,mse,0.75,900,0.06486626476049423,0.00309525706185792,0.002448473358526826,0.9388344287872314,0.0027995479508523533,0.0022126869298517704,0.9542104005813599,0.0031707162686142273,0.0027354469057172537,0.3778986930847168
