,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,6.985841537243687e-06,0.0026430742587456157,0.002129065338522196,28.9943904876709,1957.773193359375,0.9527018666267395
Validation,9.554179086990189e-06,0.0030909835145128467,0.0023951614275574684,71.22051239013672,3593.3310546875,0.9390032291412354
Test,7.64279411669122e-06,0.0027645603839835404,0.002213049214333296,647.2866821289062,61188.03125,0.9553477764129639
