Architecture,Architecture_Key,Seed,Split_Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3,gcn3,101,42,9,12,mse,0.75,900,0.06468726694583893,0.0030909835145128467,0.0023951614275574684,0.9390032291412354,0.0027645603839835404,0.002213049214333296,0.9553477764129639,0.002872164173294516,0.0023837732151150703,0.4895362854003906
