Run,Optimizer,Strategy,Learning_Rate,LR_Phase1,LR_Phase2,Weight_Decay,Momentum,Nesterov,Hidden_Dim,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
adam_control,adam,two_phase,,0.003,0.0005,1e-05,0.0,False,24,900,2.4692223232705145e-05,0.004969127140894819,0.003817303804680705,0.8423572778701782,0.0038181663474911973,0.0030025197193026543,0.9148272275924683,0.0032067594916810205,0.0028932627756148577,0.36367475986480713
adamw_two_phase,adamw,two_phase,,0.003,0.0005,1e-05,0.0,False,24,900,8.085854875389487e-05,0.008992138843317737,0.007544707041233778,0.48377418518066406,0.009157226672034738,0.007743382826447487,0.5100870132446289,0.008412845428109772,0.007526812609285116,-3.379577159881592
sgd_momentum_lr_0p020,sgd,plateau,0.02,0.003,0.0005,1e-05,0.9,False,24,660,0.0001360194175504148,0.01166273615580974,0.01008251216262579,0.13161039352416992,0.012115852052325623,0.01083427295088768,0.14237195253372192,0.011820833430004243,0.011197885498404503,-7.646543502807617
sgd_nesterov_lr_0p020,sgd,plateau,0.02,0.003,0.0005,1e-05,0.9,True,24,591,0.00013651126500917598,0.011683803097572098,0.010205880738794804,0.12847036123275757,0.012361525164914454,0.011152182705700397,0.10723906755447388,0.01332227409474655,0.012755202129483223,-9.982547760009766
sgd_momentum_lr_0p010,sgd,plateau,0.01,0.003,0.0005,1e-05,0.9,False,24,796,0.00013942034274805337,0.011807639169116466,0.01026868261396885,0.10989785194396973,0.012386734382572312,0.011129319667816162,0.10359412431716919,0.012688114918180875,0.012088630348443985,-8.961862564086914
sgd_nesterov_lr_0p010,sgd,plateau,0.01,0.003,0.0005,1e-05,0.9,True,24,702,0.0001404087696573697,0.011849420535959764,0.010381256230175495,0.10358750820159912,0.012601017942379418,0.011379166506230831,0.07231122255325317,0.013979857904158677,0.01344151608645916,-11.093496322631836
sgd_momentum_lr_0p005,sgd,plateau,0.005,0.003,0.0005,1e-05,0.9,False,24,792,0.00014404220186406747,0.01200175843981062,0.010492860339581966,0.08039051294326782,0.012676090350959667,0.011433916166424751,0.06122463941574097,0.01380243662456608,0.013272861018776894,-10.788482666015625
sgd_nesterov_lr_0p005,sgd,plateau,0.005,0.003,0.0005,1e-05,0.9,True,24,549,0.00014676216116640717,0.012114542821693485,0.01055010873824358,0.0630255937576294,0.012725949572727125,0.01145453006029129,0.05382513999938965,0.013915508976296478,0.013417618349194527,-10.982420921325684
