,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,7.825025932106655e-06,0.0027973247813056416,0.002228856785222888,46.56325149536133,4463.83837890625,0.9485684037208557
Validation,8.179159522114787e-06,0.0028599229923399663,0.002372206887230277,18.638017654418945,234.2749786376953,0.945590615272522
Test,7.92669288784964e-06,0.002815438311852995,0.0022790846414864063,754.5020141601562,70990.265625,0.9450529217720032
