,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,7.46525302020018e-06,0.002732261521194518,0.002177984220907092,88.35521697998047,31510.00390625,0.9506261944770813
Validation,1.0009444849856663e-05,0.0031637706696055995,0.0025868338998407125,30.97283363342285,929.029541015625,0.930031955242157
Test,1.0525500329094939e-05,0.0032443027492968252,0.002659831428900361,1240.7149658203125,117270.859375,0.9338091611862183
