,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,5.04688432556577e-06,0.0022465271700039084,0.0018019312992691994,19.567522048950195,1471.0047607421875,0.9658297300338745
Validation,9.709505320643075e-06,0.0031160079140854367,0.0023993859067559242,248.00457763671875,21158.33203125,0.9380115270614624
Test,8.48098352435045e-06,0.002912212822640277,0.002330929273739457,1106.2529296875,107448.171875,0.9504507184028625
