Architecture,Architecture_Key,Seed,Split_Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Epoch,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3,gcn3,11,42,9,12,mse,0.75,900,123,0.06573891937732697,0.0031160079140854367,0.0023993859067559242,0.9380115270614624,0.002912212822640277,0.002330929273739457,0.9504507184028625,0.003036453795455639,0.00268383277580142,0.4294683337211609
