Architecture,Architecture_Key,Seed,Split_Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Epoch,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3,gcn3,101,42,9,12,mse,0.75,900,58,0.06541080594062805,0.0031082219684176043,0.0024377312511205673,0.9383209347724915,0.0029728281745282944,0.0023723714984953403,0.948366641998291,0.0031143564675678854,0.002639932092279196,0.39981794357299805
