,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,7.844679203117266e-05,0.008857019364954142,0.00757334940135479,321.0006103515625,106492.90625,0.46887028217315674
Validation,9.188508556690067e-05,0.009585670845950255,0.008116557262837887,5661.951171875,549025.3125,0.41337746381759644
Test,8.780322968959808e-05,0.00937033775749829,0.008030015043914318,4900.154296875,463135.34375,0.4870187044143677
