Architecture,Architecture_Key,Seed,Input_Dim,Graph_Feature_Dim,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GraphSAGE,graphsage,42,9,12,900,0.06011974334716797,0.0029798599010572506,0.002353252610191703,0.9433101415634155,0.0028122364727771586,0.0022441043984144926,0.9537943601608276,0.0031459651600639284,0.0028442288748919964,0.3875732421875
