W,H,B,a,ell,rect_b,bar_rho,k0,E_eff_init,u_f,P_f,eps_f,sig_f,W_f,YI,parent_sigma_f,K_Ic,barK_Ic
4.600000e+02,5.196152e+02,1.000000e-02,2.200000e+02,2.000000e+01,1.000000e-01,5.823707e-03,-3.336554e-06,-3.768966e-04,1.000000e-02,-3.345485e-08,1.924501e-05,-7.272794e-09,-1.672742e-10,1.000000e+00,1.000000e+02,-1.911998e-07,-4.275358e-10
