,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,7.543348601757316e-06,0.0027465157202822116,0.002201952040195465,85.68816375732422,26994.423828125,0.9508090615272522
Validation,9.629575288272463e-06,0.003103155698361341,0.0024253532756119967,49.61433410644531,2109.251220703125,0.9322901964187622
Test,9.193830919684842e-06,0.003032133064310477,0.0024514799006283283,60.970794677734375,2569.013671875,0.9357483386993408
