,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,9.536423021927476e-06,0.0030881099433031,0.0024685696698725224,25.09305191040039,1802.46728515625,0.9354329705238342
Validation,9.621255230740644e-06,0.0031018148285706297,0.0024293477181345224,485.10894775390625,45521.96875,0.9385749697685242
Test,1.0457562893861905e-05,0.003233815531823345,0.0024871777277439833,622.4776000976562,59077.125,0.9389027953147888
