Variant,Seed,Base_Train_Count,Adaptation_Train_Count,Adaptation_Repeats,Best_Epoch,Epochs_Completed,Train_RMSE,Train_MAE,Train_R2,Train_Bias,Validation_RMSE,Validation_MAE,Validation_R2,Validation_Bias,Adaptation_Train_RMSE,Adaptation_Train_MAE,Adaptation_Train_R2,Adaptation_Train_Bias,Adaptation_Validation_RMSE,Adaptation_Validation_MAE,Adaptation_Validation_R2,Adaptation_Validation_Bias,OOD_Evaluation_RMSE,OOD_Evaluation_MAE,OOD_Evaluation_R2,OOD_Evaluation_Bias,Prediction_RMSE,Prediction_MAE,Prediction_R2,Prediction_Bias
control,42,800,0,0,20,320,0.0027686272473199575,0.0021905696485191584,0.9488943219184875,-0.0004490058636292815,0.0027695838389982554,0.002272915793582797,0.9449194669723511,-0.00015569575771223754,0.002748190058095164,0.0023783124051988125,0.2978740930557251,0.00032665248727425933,0.0021865853378177057,0.0019752278458327055,0.24029231071472168,-0.00067119300365448,0.002299239257653913,0.0019403548212721944,0.36155396699905396,-2.951297938125208e-05,0.0031744911574173302,0.0026840518694370985,0.37641656398773193,-0.0019862768240273
