,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,6.707729880872648e-06,0.0025899285474454015,0.0020752770360559225,44.32423400878906,9076.1875,0.9556363224983215
Validation,9.940449672285467e-06,0.0031528478669744704,0.0025912350974977016,24.681734085083008,402.0698547363281,0.9305142760276794
Test,9.790782314667013e-06,0.003129022581360993,0.0024679838679730892,866.064453125,81948.46875,0.9384294748306274
