,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,6.952244802960195e-06,0.0026367109820684166,0.0021174403373152018,59.03725051879883,23887.45703125,0.9526615738868713
Validation,8.538075235264841e-06,0.0029219985002160494,0.002372174523770809,390.85992431640625,34366.140625,0.9518619775772095
Test,7.071668733260594e-06,0.0026592609374148663,0.0021587787196040154,33.872711181640625,717.4762573242188,0.9537914991378784
