,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,7.836515578674152e-06,0.002799377712755846,0.0022561014629900455,42.21336364746094,10753.4404296875,0.9469423294067383
Validation,9.748327101988252e-06,0.003122231109637506,0.0025440691970288754,348.9211730957031,31107.736328125,0.9377636909484863
Test,8.324775080836844e-06,0.002885268632352427,0.002231275662779808,716.2672119140625,66895.8828125,0.9513633847236633
