Architecture,Architecture_Key,Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3 Residual Huber,gcn3_residual,42,9,12,huber,0.75,900,0.04400116801261902,0.003122231109637506,0.0025440691970288754,0.9377636909484863,0.002885268632352427,0.002231275662779808,0.9513633847236633,0.003074960124626317,0.002704621758311987,0.41490638256073
