Architecture,Architecture_Key,Seed,Split_Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Epoch,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3,gcn3,42,73,9,12,mse,0.75,350,112,0.05413689821958542,0.002869951779448952,0.002378382720053196,0.9452083110809326,0.0030739994469670745,0.002519336063414812,0.9344971776008606,0.002638277557767663,0.002230682410299778,0.5692876577377319
