node_id,x,y
0,0.0,0.0
1,0.0,35.709234
2,0.0,68.245767
3,0.0,104.476934
4,0.0,140.585
5,0.0,170.526759
6,0.0,205.590092
7,0.0,244.224512
8,0.0,274.476598
9,0.0,312.844248
10,0.0,346.410162
11,27.083661,154.355098
12,27.376696,53.261635
13,27.430752,90.155795
14,27.496729,189.117681
15,28.575095,363.73067
16,29.902399,297.846723
17,30.004926,223.372189
18,30.296578,119.930724
19,32.293583,17.320508
20,33.998377,332.265138
21,34.021842,259.816252
22,56.363135,35.683219
23,57.622613,346.410162
24,57.855806,273.473084
25,58.345571,66.524095
26,58.763083,0.0
27,59.282966,243.776632
28,59.613011,210.862885
29,59.943164,139.836018
30,61.686147,174.133658
31,62.17633,104.816329
32,63.080109,310.319368
33,86.458456,186.742975
34,86.779112,263.645109
35,87.738535,120.022297
36,88.615147,293.495231
37,88.713261,83.059275
38,89.603592,52.307863
39,89.807933,228.222102
40,91.179872,154.309393
41,92.027723,363.73067
42,93.238966,329.66702
43,94.072154,17.320508
44,116.864254,170.210625
45,117.809757,0.0
46,118.1043,72.34992
47,118.638173,205.422967
48,120.465805,246.002539
49,121.251339,313.989035
50,121.560989,106.814272
51,121.673413,279.36959
52,123.12707,141.057995
53,123.937052,35.014906
54,124.011938,346.410162
55,146.131924,229.084506
56,146.763868,88.851006
57,147.898787,292.017667
58,148.149287,261.992021
59,148.224841,17.320508
60,149.055299,363.73067
61,149.17738,192.920267
62,150.606862,157.506516
63,150.795674,48.460784
64,151.114229,120.391235
65,153.935965,325.494916
66,176.049595,208.725832
67,176.401281,174.807565
68,176.640985,135.733261
69,176.982126,278.136857
70,178.533518,68.337998
71,179.254585,310.838365
72,179.829048,346.410162
73,180.213969,104.596004
74,181.441939,239.118315
75,182.186904,38.33325
76,184.086653,0.0
77,205.957944,156.743688
78,207.006871,119.583037
79,207.800336,328.792994
80,208.922464,189.038926
81,209.055623,260.844014
82,210.640886,17.320508
83,211.690446,225.311822
84,211.803411,363.73067
85,212.011684,291.641634
86,212.879747,87.516904
87,213.125658,51.711722
88,236.773811,314.517258
89,236.782847,139.402366
90,237.904894,105.192434
91,240.807591,67.083789
92,240.876465,32.233265
93,240.882342,275.678023
94,240.933415,175.027253
95,241.397303,0.0
96,242.402037,245.209588
97,243.198536,207.78213
98,243.272579,346.410162
99,266.035781,187.190378
100,268.003192,53.622177
101,268.897512,292.124344
102,268.975594,259.248593
103,269.456163,363.73067
104,271.396251,325.624492
105,271.444158,154.889662
106,272.116388,17.320508
107,272.416627,123.528684
108,272.969476,227.397999
109,273.169271,90.100129
110,300.0,0.0
111,300.0,34.171016
112,300.0,69.402955
113,300.0,106.804171
114,300.0,137.915118
115,300.0,170.35956
116,300.0,210.948088
117,300.0,238.703695
118,300.0,277.620973
119,300.0,312.327499
120,300.0,346.410162
