,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2,Bias
Train,8.22065157990437e-06,0.0028671678674092958,0.0022800008300691843,152.59332275390625,63555.37890625,0.9451916813850403,1.900635106721893e-05
Validation,7.180818556662416e-06,0.0026797049383584038,0.0021253416780382395,15.36288833618164,211.59812927246094,0.9484363794326782,0.00021143675257917494
OOD_Holdout,6.066475634725066e-06,0.002463021647230301,0.0021048292983323336,5.820985317230225,18.85097885131836,0.35385727882385254,7.023911894066259e-05
Prediction,8.32201840239577e-06,0.002884790876718063,0.002465791068971157,6.8335466384887695,16.28911781311035,0.485038161277771,-0.0018197627505287528
