Architecture,Architecture_Key,Seed,Input_Dim,Graph_Feature_Dim,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3,gcn3,11,9,12,900,0.05859541136771441,0.0029975833101476166,0.0024126386269927025,0.9368189573287964,0.0029322284430765596,0.0023355018347501755,0.9399125576019287,0.003076894620589823,0.0027082154992967844,0.4141700267791748
