Architecture,Architecture_Key,Seed,Input_Dim,Graph_Feature_Dim,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GIN,gin,42,9,12,900,0.0644022685289383,0.0030841669626015277,0.002437568735331297,0.9392719268798828,0.0029011130095618586,0.0022663488052785397,0.9508277177810669,0.0030119648494464405,0.0026487766299396753,0.43863391876220703
