Architecture,Architecture_Key,Seed,Input_Dim,Graph_Feature_Dim,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-2 Control (Best Prior),gcn2_control,42,9,12,900,0.06393893897533416,0.0030730526750053005,0.002434258349239826,0.9397088289260864,0.0027794132380774793,0.00216697552241385,0.9548667073249817,0.0031109177794159536,0.00271605234593153,0.40114259719848633
