,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,9.152486200036947e-06,0.0030253076207283364,0.0024186274968087673,29.247896194458008,3926.017333984375,0.9380324482917786
Validation,9.623337973607704e-06,0.0031021505401265916,0.002452092245221138,462.1798095703125,43142.609375,0.9385616779327393
Test,1.0222012861049734e-05,0.003197188274257513,0.002447640523314476,448.1302490234375,41335.10546875,0.940278947353363
