Seed,Input_Dim,Graph_Feature_Dim,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
11,9,12,900,8.939992549130693e-06,0.0029899819159845634,0.0024025950115174055,0.9371389746665955,0.0030652507875116317,0.002417521318420768,0.9343371391296387,0.003078111908876576,0.002724521094933152,0.41370636224746704
42,9,12,900,8.786150574451313e-06,0.002964144198433981,0.00240468792617321,0.9439065456390381,0.002849325905466668,0.0022496599704027176,0.9525675773620605,0.0029688135740941757,0.002516380976885557,0.4546036720275879
73,9,12,900,8.715209551155567e-06,0.002952153338306945,0.0024543784093111753,0.9420247077941895,0.002927408287961149,0.00234764046035707,0.9405955672264099,0.003252162119599478,0.0027818679809570312,0.3455285429954529
101,9,12,900,8.036063863983145e-06,0.0028347954216673284,0.0022469712421298027,0.9546923637390137,0.002958435458746974,0.002342715859413147,0.9428094625473022,0.0028766572072262834,0.002513064304366708,0.48793792724609375
202,9,12,900,1.040460636431817e-05,0.003225617251838239,0.0026522078551352024,0.927269697189331,0.003213734439418869,0.002554234815761447,0.9350506067276001,0.0033256213743900246,0.0029680521693080664,0.31562840938568115
