Architecture,Architecture_Key,Seed,Input_Dim,Graph_Feature_Dim,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3 Residual Narrow LR Retune,gcn3_residual,73,9,12,900,0.0547382515668869,0.0028858474760244095,0.002455094363540411,0.9445996880531311,0.002882559935343893,0.0022756410762667656,0.9424017667770386,0.002835216162360252,0.002234659856185317,0.5025851726531982
